Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Argentina,2016,Total,Both Sexes,Bariloche,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,158989,4
Argentina,2016,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,13879707,4
Argentina,2016,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,213186,4
Argentina,2016,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,218596,4
Argentina,2016,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,161990,4
Argentina,2016,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,1525490,4
Argentina,2016,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,386379,4
Argentina,2016,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,260788,4
Argentina,2016,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,843851,4
Argentina,2016,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,207085,4
Argentina,2016,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,221410,4
Argentina,2016,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,641065,4
Argentina,2016,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,1094209,4
Argentina,2016,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,314478,4
Argentina,2016,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,276125,4
Argentina,2016,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,358832,4
Argentina,2016,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,139698,4
Argentina,2016,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,412445,4
Argentina,2016,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,173807,4
Argentina,2016,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,112455,4
Argentina,2016,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,1444436,4
Argentina,2016,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,634644,4
Argentina,2016,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,520430,4
Argentina,2016,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,190447,4
Argentina,2016,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,341634,4
Argentina,2016,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,534341,4
Argentina,2016,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,127055,4
Argentina,2016,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,410083,4
Argentina,2016,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,873873,4
Argentina,2016,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,139989,4
Argentina,2015,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,307070,4
Argentina,2015,Total,Both Sexes,Bariloche,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,154716,4
Argentina,2015,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,12847328,"4,5"
Argentina,2015,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,210627,4
Argentina,2015,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,213775,4
Argentina,2015,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,160525,4
Argentina,2015,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,1517610,4
Argentina,2015,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,382208,4
Argentina,2015,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,257004,4
Argentina,2015,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,834530,4
Argentina,2015,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,203257,4
Argentina,2015,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,217726,4
Argentina,2015,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,635022,4
Argentina,2015,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,1079744,4
Argentina,2015,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,308314,4
Argentina,2015,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,274363,4
Argentina,2015,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,353909,4
Argentina,2015,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,138024,4
Argentina,2015,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,409056,4
Argentina,2015,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,172267,4
Argentina,2015,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,110107,4
Argentina,2015,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,1426517,4
Argentina,2015,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,623941,4
Argentina,2015,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,514965,4
Argentina,2015,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,188937,4
Argentina,2015,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,337748,4
Argentina,2015,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,529379,4
Argentina,2015,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,125513,4
Argentina,2015,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,405054,4
Argentina,2015,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,867724,"4,6"
Argentina,2015,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2015,137371,4
Argentina,2013,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,317325.704982449,7
Argentina,2013,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,13339001.6015536,"5,7"
Argentina,2013,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,215795.389398648,7
Argentina,2013,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,146557.365847925,7
Argentina,2013,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,157705.748550135,7
Argentina,2013,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,1442000.64659388,7
Argentina,2013,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,373981.279268183,7
Argentina,2013,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,253508.104025216,7
Argentina,2013,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,764468.872784661,7
Argentina,2013,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,193763.58807037,7
Argentina,2013,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,216609.517202332,7
Argentina,2013,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,633905.593145199,7
Argentina,2013,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,923203.297204453,7
Argentina,2013,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,277609.714022646,7
Argentina,2013,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,286659.493034397,7
Argentina,2013,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,312162.868950168,7
Argentina,2013,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,406284.472613334,7
Argentina,2013,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,168400.500188638,7
Argentina,2013,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,1284951.22445876,7
Argentina,2013,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,562807.15066998,7
Argentina,2013,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,486313.228956941,7
Argentina,2013,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,322872.909734593,7
Argentina,2013,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,521233.02888211,7
Argentina,2013,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,127398.589387156,7
Argentina,2013,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,387320.455373139,7
Argentina,2013,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,836411.619309512,"6,7"
Argentina,2013,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2013,130617.023030331,7
Argentina,2012,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,314948,7
Argentina,2012,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,13242375,"5,7"
Argentina,2012,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,212174,7
Argentina,2012,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,145475,7
Argentina,2012,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,155905,7
Argentina,2012,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,1429922,7
Argentina,2012,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,368778,7
Argentina,2012,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,249062,7
Argentina,2012,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,757980,7
Argentina,2012,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,189845,7
Argentina,2012,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,212154,7
Argentina,2012,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,628672,7
Argentina,2012,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,916220,7
Argentina,2012,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,273503,7
Argentina,2012,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,283328,7
Argentina,2012,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,307619,7
Argentina,2012,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,132097,7
Argentina,2012,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,400869,7
Argentina,2012,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,167057,7
Argentina,2012,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,1277149,7
Argentina,2012,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,554291,7
Argentina,2012,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,480354,7
Argentina,2012,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,181730,7
Argentina,2012,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,318287,7
Argentina,2012,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,516203,7
Argentina,2012,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,125354,7
Argentina,2012,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,381767,7
Argentina,2012,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,828258,"6,7"
Argentina,2012,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2012,127797,7
Argentina,2010,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2011,310151,"7,8"
Argentina,2010,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2011,13047383.5911513,"5,7,8"
Argentina,2010,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2011,204865.910814638,"7,8"
Argentina,2010,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2011,143291.153938137,"7,8"
Argentina,2010,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2011,152271.040291904,"7,8"
